Address,Latitude,Longitude,Neighborhood,Created_At,Property_Type,Style,Year_Built,Square_Footage,Bedrooms,Bathrooms,Lot_Size,Price,Property_Tax,HOA_Fees,Parking_Spaces,Heating,Cooling,Appliances,Features,School_District,Walk_Score,Transit_Score,Last_Sold_Date,Last_Sold_Price,Estimated_Monthly_Payment
"4861, Stockton Street, Chinatown, San Francisco, CA 94102",37.796014,-122.39132,Chinatown,2025-08-31,Single Family Home,Traditional,1922,1962,2,2,4108,1672456,20905,620,0,Radiant,Window Unit,"Dryer, Refrigerator, Washer, Garbage Disposal, Microwave, Dishwasher","Close to restaurants, Landscaped backyard, Built-in storage, Carpet floors",San Francisco Archdiocese,92,84,2022-08-17,1437085,3162
"129, Stockton Street, Chinatown, San Francisco, CA 94102",37.793514,-122.407852,Chinatown,2025-08-31,Single Family Home,Traditional,1902,2410,3,2,5032,2257904,28223,476,2,Central Heating,Mini Split,"Refrigerator, Garbage Disposal, Oven","Updated kitchen, Close to restaurants, Fireplace, Tile floors",Private Schools,89,84,2024-01-24,1864655,4269
"2573, Grant Avenue, Chinatown, San Francisco, CA 94102",37.798498,-122.390494,Chinatown,2025-08-31,Single Family Home,Traditional,1940,2760,4,3,10861,2254264,28178,473,1,Radiant,None,"Washer, Refrigerator, Dryer, Garbage Disposal","Modern kitchen, Close to shopping, Fireplace, Hardwood floors, Private backyard",San Francisco Unified School District,88,84,2023-11-16,1657505,4263
"9825, Clay Street, Chinatown, San Francisco, CA 94102",37.791546,-122.400144,Chinatown,2025-08-31,Single Family Home,Traditional,1936,2741,3,3,10547,1792080,22401,0,2,Forced Air,Central Air,"Dryer, Refrigerator, Washer, Garbage Disposal, Dishwasher, Microwave","Renovated kitchen, High ceilings, Close to public transportation, Laminate floors",San Francisco Archdiocese,93,84,2023-04-05,1266689,3388
"8833, Washington Street, Chinatown, San Francisco, CA 94102",37.795249,-122.402459,Chinatown,2025-08-31,Single Family Home,Traditional,1906,2495,3,3,8380,2320033,29000,0,2,Baseboard,Central Air,"Refrigerator, Washer, Dishwasher, Dryer","Landscaped backyard, Updated kitchen, Concrete floors, Built-in storage, Close to parks",San Francisco Unified School District,85,90,2022-06-18,2037198,4387
"9256, Washington Street, Chinatown, San Francisco, CA 94102",37.798331,-122.400204,Chinatown,2025-08-31,Single Family Home,Traditional,1927,2725,2,3,6159,2402392,30029,0,1,Wall Unit,Window Unit,"Washer, Refrigerator, Oven","Close to restaurants, Spacious backyard, Modern kitchen, Built-in storage, Laminate floors",San Francisco Archdiocese,86,80,2023-12-30,1766509,4543
"7929, Washington Street, Chinatown, San Francisco, CA 94102",37.793395,-122.390906,Chinatown,2025-08-31,Single Family Home,Traditional,1922,2321,3,2,7459,2492358,31154,0,1,Central Heating,Window Unit,"Refrigerator, Garbage Disposal, Washer, Microwave","Concrete floors, Modern kitchen, High ceilings",San Francisco Unified School District,94,90,2023-04-22,1803489,4714
"3652, Clay Street, Chinatown, San Francisco, CA 94102",37.792497,-122.395792,Chinatown,2025-08-31,Single Family Home,Traditional,1922,2182,3,3,6864,2294231,28677,490,0,Forced Air,Mini Split,"Microwave, Dishwasher, Oven, Refrigerator, Washer, Dryer","Spacious backyard, Fireplace, Hardwood floors, Updated kitchen",San Francisco Archdiocese,95,85,2021-03-03,1902183,4338
"6129, Grant Avenue, Chinatown, San Francisco, CA 94102",37.791581,-122.39223,Chinatown,2025-08-31,Single Family Home,Traditional,1909,2156,3,2,4333,2002826,25035,0,0,Forced Air,None,"Microwave, Garbage Disposal, Washer, Oven, Dishwasher, Dryer","Close to restaurants, Tile floors, Modern kitchen, Landscaped backyard, High ceilings",Charter Schools,94,90,2021-05-20,1552045,3787
"1574, Kearny Street, Chinatown, San Francisco, CA 94102",37.791083,-122.406596,Chinatown,2025-08-31,Single Family Home,Traditional,1940,2359,3,3,9038,1687376,21092,0,2,Central Heating,Evaporative,"Dishwasher, Oven, Garbage Disposal","Modern kitchen, Built-in storage, Hardwood floors, Close to restaurants",San Francisco Archdiocese,92,81,2022-02-24,1323498,3191
"3786, Stockton Street, Chinatown, San Francisco, CA 94102",37.79569,-122.405182,Chinatown,2025-08-31,Single Family Home,Traditional,1928,1881,4,3,6959,2780416,34755,0,1,Wall Unit,Evaporative,"Refrigerator, Microwave, Dishwasher","Landscaped backyard, Tile floors, Modern kitchen, Close to shopping, Built-in storage",San Francisco Unified School District,90,87,2024-05-06,2220010,5258
"1138, Stockton Street, Chinatown, San Francisco, CA 94102",37.79283,-122.390117,Chinatown,2025-08-31,Single Family Home,Traditional,1915,2847,3,2,8693,1877190,23464,0,2,Baseboard,Window Unit,"Refrigerator, Dishwasher, Microwave, Dryer, Oven, Washer","Close to parks, High ceilings, Modern kitchen",San Francisco Archdiocese,93,85,2024-07-30,1330163,3550
"8864, Kearny Street, Chinatown, San Francisco, CA 94102",37.792659,-122.390766,Chinatown,2025-08-31,Single Family Home,Traditional,1935,1816,2,2,3790,2700096,33751,258,0,Forced Air,Mini Split,"Microwave, Dryer, Washer, Dishwasher","Concrete floors, High ceilings, Spacious backyard, Modern kitchen, Close to restaurants",San Francisco Unified School District,93,90,2022-01-24,2077013,5107
"6326, Grant Avenue, Chinatown, San Francisco, CA 94102",37.799782,-122.390941,Chinatown,2025-08-31,Single Family Home,Traditional,1903,1856,2,2,4620,1948328,24354,0,0,Radiant,Window Unit,"Washer, Oven, Refrigerator, Dishwasher","Close to public transportation, Renovated kitchen, Landscaped backyard, Built-in storage, Hardwood floors",Charter Schools,92,86,2021-05-18,1638522,3684
"3777, Kearny Street, Chinatown, San Francisco, CA 94102",37.793094,-122.390804,Chinatown,2025-08-31,Single Family Home,Traditional,1938,2667,3,3,10574,1608610,20107,0,2,Radiant,Evaporative,"Dishwasher, Garbage Disposal, Washer","Built-in storage, Modern kitchen, Tile floors, Close to restaurants",San Francisco Archdiocese,95,90,2022-04-24,1217383,3042
"1295, Stockton Street, Chinatown, San Francisco, CA 94102",37.794327,-122.406254,Chinatown,2025-08-31,Single Family Home,Traditional,1916,2995,3,2,11085,2463633,30795,237,0,Baseboard,Central Air,"Garbage Disposal, Oven, Microwave, Dishwasher, Washer, Dryer","Concrete floors, Updated kitchen, High ceilings",Charter Schools,94,88,2023-02-26,1800549,4659
"4783, Kearny Street, Chinatown, San Francisco, CA 94102",37.795576,-122.402273,Chinatown,2025-08-31,Single Family Home,Traditional,1900,2975,3,3,6323,2782454,34780,0,2,Central Heating,Evaporative,"Garbage Disposal, Microwave, Dryer, Refrigerator, Dishwasher","Fireplace, Close to restaurants, Modern kitchen",San Francisco Archdiocese,85,88,2022-07-21,2357200,5262
"7703, Stockton Street, Chinatown, San Francisco, CA 94102",37.790842,-122.402691,Chinatown,2025-08-31,Single Family Home,Traditional,1907,2096,2,1,5293,2233324,27916,0,0,Radiant,Evaporative,"Dryer, Washer, Dishwasher, Garbage Disposal, Oven, Refrigerator","Concrete floors, Close to parks, Updated kitchen, Spacious backyard",San Francisco Archdiocese,93,85,2023-07-21,1941320,4223
"4191, Grant Avenue, Chinatown, San Francisco, CA 94102",37.797734,-122.407478,Chinatown,2025-08-31,Single Family Home,Traditional,1903,2430,4,3,9695,2547195,31839,244,2,Baseboard,Window Unit,"Dryer, Washer, Dishwasher, Microwave, Garbage Disposal","Close to shopping, Modern kitchen, Laminate floors, Private backyard",San Francisco Unified School District,94,85,2024-02-03,1899122,4817
"2216, Clay Street, Chinatown, San Francisco, CA 94102",37.792118,-122.407595,Chinatown,2025-08-31,Single Family Home,Traditional,1909,2666,4,3,5640,2766279,34578,0,0,Central Heating,Evaporative,"Oven, Garbage Disposal, Microwave, Refrigerator, Dishwasher","High ceilings, Close to parks, Renovated kitchen, Private backyard, Concrete floors",Private Schools,86,83,2023-05-25,2437284,5231
"6990, Washington Street, Chinatown, San Francisco, CA 94102",37.793861,-122.403454,Chinatown,2025-08-31,Single Family Home,Traditional,1916,2776,2,1,9077,1684265,21053,403,0,Radiant,Evaporative,"Microwave, Dryer, Refrigerator, Oven, Garbage Disposal","Updated kitchen, Spacious backyard, High ceilings",Private Schools,88,81,2024-02-23,1330503,3184
"7264, Kearny Street, Chinatown, San Francisco, CA 94102",37.792833,-122.394999,Chinatown,2025-08-31,Single Family Home,Traditional,1932,2812,4,3,6520,1723047,21538,0,2,Forced Air,Window Unit,"Oven, Refrigerator, Dryer","Hardwood floors, Close to parks, Landscaped backyard, Fireplace",San Francisco Unified School District,93,88,2021-09-02,1539310,3257
"569, Clay Street, Chinatown, San Francisco, CA 94102",37.798325,-122.405707,Chinatown,2025-08-31,Single Family Home,Traditional,1901,1994,2,3,4288,2397501,29968,0,0,Forced Air,Window Unit,"Garbage Disposal, Microwave, Dishwasher, Oven","Renovated kitchen, Close to parks, Fireplace, Tile floors",San Francisco Unified School District,90,80,2022-02-14,2115551,4533
"4705, Washington Street, Chinatown, San Francisco, CA 94102",37.793913,-122.405301,Chinatown,2025-08-31,Single Family Home,Traditional,1933,2727,4,3,8736,2797839,34972,0,1,Wall Unit,Evaporative,"Refrigerator, Garbage Disposal, Dryer, Dishwasher, Oven, Microwave","Fireplace, Carpet floors, Private backyard",Charter Schools,95,80,2021-08-18,2208115,5291
"664, Grant Avenue, Chinatown, San Francisco, CA 94102",37.794694,-122.406906,Chinatown,2025-08-31,Single Family Home,Traditional,1920,2508,4,3,7454,1617869,20223,385,0,Central Heating,Central Air,"Refrigerator, Oven, Washer, Microwave, Dishwasher","Updated kitchen, Built-in storage, Carpet floors, Spacious backyard",San Francisco Unified School District,88,81,2021-04-07,1237116,3060
"4732, Main Street, South of Market, San Francisco, CA 94102",37.771367,-122.392284,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2011,2608,1,1,6494,2474228,30927,281,1,Baseboard,Mini Split,"Garbage Disposal, Dryer, Oven, Refrigerator, Washer, Microwave","Concrete floors, Close to shopping, Spacious backyard, Updated kitchen, Built-in storage",Private Schools,85,80,2022-10-05,1904263,4679
"1695, Harrison Street, South of Market, San Francisco, CA 94102",37.786799,-122.390683,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2020,2679,3,3,7607,3193403,39917,272,2,Forced Air,Mini Split,"Microwave, Garbage Disposal, Refrigerator, Dishwasher","Close to shopping, Fireplace, Private backyard",San Francisco Archdiocese,89,80,2022-11-06,2561468,6039
"103, Bryant Street, South of Market, San Francisco, CA 94102",37.774675,-122.409693,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2013,1963,1,2,6412,2454781,30684,0,0,Wall Unit,Central Air,"Washer, Microwave, Garbage Disposal","Spacious backyard, Close to restaurants, Renovated kitchen, Built-in storage, Tile floors",San Francisco Unified School District,93,81,2021-06-24,2148714,4642
"1662, Folsom Street, South of Market, San Francisco, CA 94102",37.787016,-122.406657,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2001,2319,4,4,4909,3070885,38386,557,2,Radiant,Mini Split,"Dishwasher, Washer, Oven, Refrigerator, Dryer","Laminate floors, Close to restaurants, High ceilings, Renovated kitchen, Spacious backyard",San Francisco Unified School District,93,82,2022-05-06,2716771,5807
"2048, Harrison Street, South of Market, San Francisco, CA 94102",37.776627,-122.409286,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2005,1518,4,4,4625,3146686,39333,0,2,Forced Air,Evaporative,"Dishwasher, Refrigerator, Washer","High ceilings, Close to shopping, Spacious backyard",Charter Schools,86,81,2024-02-18,2550530,5951
"5067, Harrison Street, South of Market, San Francisco, CA 94102",37.780839,-122.395618,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2009,2273,3,4,7593,2819802,35247,0,1,Baseboard,Mini Split,"Dryer, Garbage Disposal, Dishwasher, Oven, Washer","Private backyard, High ceilings, Close to shopping, Renovated kitchen",Private Schools,85,84,2021-05-29,2512140,5332
"6340, Main Street, South of Market, San Francisco, CA 94102",37.772699,-122.40892,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2002,2749,4,3,6166,2236457,27955,316,1,Forced Air,Central Air,"Dryer, Refrigerator, Dishwasher, Washer, Garbage Disposal, Microwave","Updated kitchen, Private backyard, Hardwood floors",Charter Schools,95,80,2021-12-02,1594425,4229
"5672, Main Street, South of Market, San Francisco, CA 94102",37.776281,-122.408553,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2009,2934,4,3,8775,2361960,29524,336,0,Wall Unit,None,"Garbage Disposal, Oven, Dryer, Washer, Microwave, Dishwasher","Close to restaurants, Modern kitchen, Fireplace",San Francisco Unified School District,86,90,2023-04-09,1937183,4467
"4830, Folsom Street, South of Market, San Francisco, CA 94102",37.780995,-122.392959,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2016,2281,2,3,7342,2573384,32167,0,2,Forced Air,Central Air,"Microwave, Garbage Disposal, Refrigerator, Washer, Dryer, Oven","Tile floors, Close to parks, Landscaped backyard, High ceilings",Private Schools,95,82,2022-10-26,2167936,4867
"5426, Main Street, South of Market, San Francisco, CA 94102",37.776605,-122.407503,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2010,2881,4,4,10955,2750512,34381,0,1,Forced Air,None,"Dryer, Oven, Refrigerator, Garbage Disposal, Dishwasher","Spacious backyard, Built-in storage, Modern kitchen, Close to shopping",San Francisco Unified School District,85,90,2024-07-30,2257695,5202
"2858, Harrison Street, South of Market, San Francisco, CA 94102",37.771809,-122.40976,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2009,2924,1,2,10011,2864786,35809,0,0,Wall Unit,None,"Dryer, Oven, Microwave, Garbage Disposal, Dishwasher","Landscaped backyard, Close to restaurants, Renovated kitchen",San Francisco Archdiocese,91,87,2022-09-24,2085477,5418
"7345, Bryant Street, South of Market, San Francisco, CA 94102",37.785787,-122.406851,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2007,2691,2,2,9926,2459206,30740,523,0,Wall Unit,Mini Split,"Microwave, Dryer, Oven, Washer, Garbage Disposal, Refrigerator","High ceilings, Close to shopping, Concrete floors, Private backyard",San Francisco Unified School District,86,80,2020-09-05,2067648,4650
"5571, Folsom Street, South of Market, San Francisco, CA 94102",37.786839,-122.406209,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2018,2033,1,2,5347,2113124,26414,0,2,Radiant,Central Air,"Dishwasher, Oven, Refrigerator, Washer, Dryer","Hardwood floors, Close to parks, Renovated kitchen, Spacious backyard, Built-in storage",Charter Schools,94,83,2023-08-11,1482188,3996
"8282, Spear Street, South of Market, San Francisco, CA 94102",37.775779,-122.403594,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2001,1993,4,4,6055,3034584,37932,0,0,Forced Air,None,"Washer, Garbage Disposal, Dishwasher","Private backyard, High ceilings, Close to parks, Concrete floors",San Francisco Archdiocese,87,88,2021-10-06,2595840,5739
"3427, Main Street, South of Market, San Francisco, CA 94102",37.773279,-122.395731,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2004,2909,2,3,9507,2492506,31156,279,2,Radiant,Mini Split,"Dryer, Microwave, Refrigerator, Washer","Renovated kitchen, Spacious backyard, High ceilings",San Francisco Unified School District,92,85,2022-12-11,1764783,4714
"5379, Main Street, South of Market, San Francisco, CA 94102",37.771477,-122.393409,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2015,2637,3,3,9446,3018225,37727,0,2,Radiant,None,"Dryer, Washer, Microwave, Dishwasher, Refrigerator","Built-in storage, Carpet floors, Spacious backyard",San Francisco Unified School District,89,88,2024-04-23,2445611,5707
"8087, Folsom Street, South of Market, San Francisco, CA 94102",37.781411,-122.408786,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2003,2462,1,1,8265,2641040,33013,757,1,Radiant,Central Air,"Washer, Dishwasher, Dryer, Refrigerator, Microwave","Concrete floors, Renovated kitchen, Fireplace",Private Schools,88,80,2021-07-31,2267650,4995
"3761, Spear Street, South of Market, San Francisco, CA 94102",37.789253,-122.396802,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2011,1962,2,2,3990,2217873,27723,0,1,Radiant,None,"Dishwasher, Washer, Garbage Disposal, Dryer, Refrigerator, Microwave","Spacious backyard, Close to restaurants, Tile floors",Private Schools,92,89,2023-10-02,1758108,4195
"3291, Folsom Street, South of Market, San Francisco, CA 94102",37.787006,-122.403374,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2006,2175,3,4,7525,2177618,27220,0,2,Radiant,Central Air,"Dryer, Oven, Microwave, Garbage Disposal, Dishwasher, Refrigerator","Spacious backyard, Carpet floors, Modern kitchen, Close to parks",Private Schools,91,83,2022-06-05,1852686,4118
"1906, Bryant Street, South of Market, San Francisco, CA 94102",37.778008,-122.404486,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2010,2755,4,4,9352,2817169,35214,0,1,Wall Unit,Window Unit,"Washer, Garbage Disposal, Dryer, Microwave","Fireplace, Close to shopping, Renovated kitchen, Private backyard",San Francisco Unified School District,95,82,2020-12-13,2270480,5327
"4460, Folsom Street, South of Market, San Francisco, CA 94102",37.782575,-122.398013,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2008,1591,2,1,4228,3174589,39682,571,2,Baseboard,None,"Oven, Dishwasher, Refrigerator, Washer, Microwave, Dryer","Tile floors, Close to public transportation, Modern kitchen",Charter Schools,92,90,2021-08-25,2297036,6003
"2975, Bryant Street, South of Market, San Francisco, CA 94102",37.783909,-122.406055,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2004,2976,2,2,10852,2969997,37124,0,2,Radiant,Evaporative,"Washer, Microwave, Refrigerator","Close to parks, Spacious backyard, Updated kitchen",San Francisco Archdiocese,88,90,2022-07-18,2298769,5616
"7007, Spear Street, South of Market, San Francisco, CA 94102",37.786517,-122.408919,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2019,2805,4,4,7455,3116813,38960,499,1,Forced Air,Window Unit,"Oven, Dishwasher, Washer, Refrigerator","High ceilings, Close to restaurants, Private backyard, Tile floors, Modern kitchen",Private Schools,95,80,2020-11-30,2452057,5894
"7059, Harrison Street, South of Market, San Francisco, CA 94102",37.777291,-122.396262,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2010,1979,4,4,6770,3144777,39309,361,1,Wall Unit,None,"Dryer, Garbage Disposal, Oven","Carpet floors, Close to restaurants, Spacious backyard, Updated kitchen, High ceilings",San Francisco Archdiocese,86,86,2024-01-05,2694219,5947
"1619, Main Street, South of Market, San Francisco, CA 94102",37.781668,-122.392699,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2007,2641,2,2,8330,1857174,23214,0,2,Radiant,None,"Dryer, Washer, Refrigerator, Garbage Disposal, Oven","Tile floors, Close to parks, Spacious backyard, High ceilings, Updated kitchen",San Francisco Archdiocese,90,83,2022-09-18,1642194,3511
"9912, Haight Street, Hayes Valley, San Francisco, CA 94102",37.775294,-122.412634,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1940,3056,2,1,11657,3447743,43096,0,0,Baseboard,Central Air,"Garbage Disposal, Washer, Refrigerator, Oven, Dryer, Microwave","Renovated kitchen, Private backyard, Fireplace, Tile floors",San Francisco Archdiocese,93,85,2023-04-04,2928871,6521
"4249, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.771758,-122.40849,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1935,2372,2,2,9092,3396560,42457,0,0,Forced Air,Mini Split,"Microwave, Dishwasher, Dryer","Private backyard, Updated kitchen, High ceilings, Close to restaurants, Carpet floors",San Francisco Unified School District,93,88,2021-03-04,2643814,6424
"8865, Haight Street, Hayes Valley, San Francisco, CA 94102",37.777949,-122.405449,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1988,2559,3,2,5783,2008147,25101,0,2,Radiant,Central Air,"Dishwasher, Refrigerator, Oven, Dryer, Garbage Disposal, Washer","Close to restaurants, Carpet floors, Built-in storage, Landscaped backyard",San Francisco Archdiocese,95,85,2024-01-14,1775429,3797
"1623, Haight Street, Hayes Valley, San Francisco, CA 94102",37.770863,-122.415821,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1991,2382,4,4,8105,2855879,35698,493,0,Central Heating,Evaporative,"Oven, Garbage Disposal, Dryer","High ceilings, Close to shopping, Modern kitchen, Tile floors",Charter Schools,90,85,2020-11-07,2476296,5400
"1693, Haight Street, Hayes Valley, San Francisco, CA 94102",37.771656,-122.412761,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1913,2922,3,2,9451,3310685,41383,0,0,Central Heating,Central Air,"Dishwasher, Dryer, Garbage Disposal, Oven, Washer, Refrigerator","Modern kitchen, Close to parks, Landscaped backyard, Built-in storage",San Francisco Archdiocese,91,89,2021-05-26,2683965,6261
"1363, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.777471,-122.419382,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,2010,2597,2,3,7146,2535250,31690,0,2,Forced Air,Evaporative,"Refrigerator, Oven, Garbage Disposal, Microwave","High ceilings, Close to restaurants, Landscaped backyard, Updated kitchen, Carpet floors",San Francisco Unified School District,92,90,2020-09-04,2140556,4794
"9672, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.77791,-122.400509,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1947,3288,2,1,7452,2004684,25058,601,0,Central Heating,Evaporative,"Refrigerator, Garbage Disposal, Dishwasher, Washer, Microwave","Concrete floors, Renovated kitchen, Close to shopping, Private backyard, High ceilings",San Francisco Archdiocese,91,90,2023-07-12,1469856,3791
"6001, Page Street, Hayes Valley, San Francisco, CA 94102",37.771783,-122.409073,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1941,3387,3,4,7689,2717520,33969,0,1,Wall Unit,Mini Split,"Washer, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","High ceilings, Modern kitchen, Carpet floors",Charter Schools,92,87,2022-01-18,2209615,5139
"7484, Fell Street, Hayes Valley, San Francisco, CA 94102",37.773789,-122.413587,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1954,3015,3,2,10278,2592893,32411,0,0,Baseboard,Evaporative,"Dryer, Refrigerator, Microwave","Carpet floors, Close to shopping, Renovated kitchen, Spacious backyard",San Francisco Unified School District,90,87,2021-09-22,1899555,4903
"3683, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.778216,-122.410892,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1958,2978,4,3,7887,3118669,38983,0,1,Baseboard,Evaporative,"Dishwasher, Garbage Disposal, Washer, Oven, Microwave, Dryer","Close to parks, Private backyard, Fireplace",San Francisco Unified School District,93,87,2022-10-15,2285573,5898
"3475, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.770048,-122.40701,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1919,3069,2,1,11185,2731091,34138,0,0,Radiant,Evaporative,"Washer, Garbage Disposal, Microwave","Concrete floors, Spacious backyard, High ceilings, Close to shopping, Updated kitchen",Private Schools,95,88,2020-10-14,2408825,5164
"513, Oak Street, Hayes Valley, San Francisco, CA 94102",37.779185,-122.417392,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1908,3011,3,4,8963,2931246,36640,0,2,Radiant,Evaporative,"Washer, Dryer, Oven, Refrigerator","Private backyard, Updated kitchen, Tile floors, Close to restaurants",Charter Schools,92,88,2022-02-14,2252851,5544
"8337, Oak Street, Hayes Valley, San Francisco, CA 94102",37.77927,-122.415026,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1989,2063,4,3,5733,3391476,42393,586,2,Central Heating,None,"Washer, Oven, Garbage Disposal, Microwave","High ceilings, Laminate floors, Close to shopping, Spacious backyard",San Francisco Unified School District,91,90,2023-04-15,2689782,6414
"1408, Fell Street, Hayes Valley, San Francisco, CA 94102",37.775528,-122.412318,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1905,2015,4,4,5002,2156539,26956,0,0,Wall Unit,Mini Split,"Garbage Disposal, Microwave, Oven, Refrigerator, Dishwasher, Dryer","Updated kitchen, Close to parks, Spacious backyard, Concrete floors, High ceilings",Charter Schools,94,85,2021-06-04,1803336,4078
"5150, Haight Street, Hayes Valley, San Francisco, CA 94102",37.776211,-122.417799,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1943,2959,3,3,6030,2802756,35034,235,2,Radiant,Window Unit,"Oven, Microwave, Garbage Disposal, Washer","Private backyard, Renovated kitchen, Close to parks, High ceilings",San Francisco Unified School District,92,87,2021-04-09,2118262,5300
"7983, Page Street, Hayes Valley, San Francisco, CA 94102",37.779796,-122.405243,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1999,2375,4,4,9171,3123777,39047,0,2,Central Heating,Mini Split,"Washer, Dishwasher, Microwave, Refrigerator","Tile floors, Landscaped backyard, Close to restaurants, Fireplace, Modern kitchen",Charter Schools,91,89,2024-04-15,2554957,5907
"9640, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.777295,-122.412132,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1930,2690,2,2,6333,2777843,34723,0,1,Wall Unit,None,"Dryer, Refrigerator, Garbage Disposal, Washer","Built-in storage, Close to parks, Spacious backyard, Laminate floors, Updated kitchen",San Francisco Archdiocese,95,86,2021-09-16,2051148,5253
"4975, Fell Street, Hayes Valley, San Francisco, CA 94102",37.774371,-122.407468,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1953,3349,3,2,12697,3214234,40177,371,2,Baseboard,Evaporative,"Microwave, Garbage Disposal, Refrigerator, Washer","Private backyard, High ceilings, Renovated kitchen, Close to restaurants, Concrete floors",San Francisco Unified School District,91,88,2021-08-10,2597929,6079
"8397, Fell Street, Hayes Valley, San Francisco, CA 94102",37.771606,-122.40659,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1957,3268,3,2,8504,3196513,39956,0,0,Baseboard,Evaporative,"Dryer, Microwave, Dishwasher, Oven, Washer","Close to parks, Carpet floors, Spacious backyard, Renovated kitchen, High ceilings",Charter Schools,93,90,2023-12-14,2611849,6045
"8487, Haight Street, Hayes Valley, San Francisco, CA 94102",37.779714,-122.41416,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1930,2120,4,4,5834,2900229,36252,432,0,Baseboard,Evaporative,"Washer, Garbage Disposal, Dryer, Dishwasher, Refrigerator","Laminate floors, Landscaped backyard, Renovated kitchen, Fireplace, Close to parks",San Francisco Archdiocese,90,87,2024-02-24,2214797,5485
"3053, Fell Street, Hayes Valley, San Francisco, CA 94102",37.775462,-122.401176,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1927,3246,4,3,9785,3101707,38771,792,0,Wall Unit,Evaporative,"Dishwasher, Oven, Dryer, Garbage Disposal, Washer, Refrigerator","Landscaped backyard, Renovated kitchen, Fireplace, Laminate floors, Close to parks",San Francisco Archdiocese,92,86,2021-12-31,2285536,5866
"5707, Page Street, Hayes Valley, San Francisco, CA 94102",37.779375,-122.419189,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1942,3032,4,4,7191,2300056,28750,0,2,Radiant,Central Air,"Microwave, Dishwasher, Garbage Disposal","Built-in storage, Close to restaurants, Spacious backyard",Private Schools,95,85,2022-06-30,1901092,4349
"112, Page Street, Hayes Valley, San Francisco, CA 94102",37.772058,-122.406621,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1937,2376,3,2,6826,3406615,42582,241,1,Radiant,None,"Washer, Microwave, Garbage Disposal, Dryer, Dishwasher, Refrigerator","Modern kitchen, High ceilings, Private backyard, Close to public transportation",San Francisco Unified School District,95,85,2022-06-04,2953166,6443
