Address,Latitude,Longitude,Neighborhood,Created_At,Property_Type,Style,Year_Built,Square_Footage,Bedrooms,Bathrooms,Lot_Size,Price,Property_Tax,HOA_Fees,Parking_Spaces,Heating,Cooling,Appliances,Features,School_District,Walk_Score,Transit_Score,Last_Sold_Date,Last_Sold_Price,Estimated_Monthly_Payment,ROI,Current_Value,CountyName,State,City,Price_Per_Sqft,Bed_Bath_Ratio,Lot_Size_Sqft
"7929, Washington Street, Chinatown, San Francisco, CA 94102",37.793395,-122.390906,Chinatown,2025-08-31,Single Family Home,Traditional,1922,2321,3,2,7459,2492358,31154,0,1,Central Heating,Window Unit,"Refrigerator, Garbage Disposal, Washer, Microwave","Concrete floors, Modern kitchen, High ceilings",San Francisco Unified School District,94,90,2023-04-22,1803489,4714,5.31,2492358,San Francisco,CA,Chinatown,1073.829383886256,1.5,7459
"3652, Clay Street, Chinatown, San Francisco, CA 94102",37.792497,-122.395792,Chinatown,2025-08-31,Single Family Home,Traditional,1922,2182,3,3,6864,2294231,28677,490,0,Forced Air,Mini Split,"Microwave, Dishwasher, Oven, Refrigerator, Washer, Dryer","Spacious backyard, Fireplace, Hardwood floors, Updated kitchen",San Francisco Archdiocese,95,85,2021-03-03,1902183,4338,6.91,2294231,San Francisco,CA,Chinatown,1051.434922089826,1.0,6864
"6129, Grant Avenue, Chinatown, San Francisco, CA 94102",37.791581,-122.39223,Chinatown,2025-08-31,Single Family Home,Traditional,1909,2156,3,2,4333,2002826,25035,0,0,Forced Air,None,"Microwave, Garbage Disposal, Washer, Oven, Dishwasher, Dryer","Close to restaurants, Tile floors, Modern kitchen, Landscaped backyard, High ceilings",Charter Schools,94,90,2021-05-20,1552045,3787,7.01,2002826,San Francisco,CA,Chinatown,928.9545454545455,1.5,4333
"1574, Kearny Street, Chinatown, San Francisco, CA 94102",37.791083,-122.406596,Chinatown,2025-08-31,Single Family Home,Traditional,1940,2359,3,3,9038,1687376,21092,0,2,Central Heating,Evaporative,"Dishwasher, Oven, Garbage Disposal","Modern kitchen, Built-in storage, Hardwood floors, Close to restaurants",San Francisco Archdiocese,92,81,2022-02-24,1323498,3191,6.49,1687376,San Francisco,CA,Chinatown,715.2929207291226,1.0,9038
"3786, Stockton Street, Chinatown, San Francisco, CA 94102",37.79569,-122.405182,Chinatown,2025-08-31,Single Family Home,Traditional,1928,1881,4,3,6959,2780416,34755,0,1,Wall Unit,Evaporative,"Refrigerator, Microwave, Dishwasher","Landscaped backyard, Tile floors, Modern kitchen, Close to shopping, Built-in storage",San Francisco Unified School District,90,87,2024-05-06,2220010,5258,5.96,2780416,San Francisco,CA,Chinatown,1478.1584263689526,1.3333333333333333,6959
"1138, Stockton Street, Chinatown, San Francisco, CA 94102",37.79283,-122.390117,Chinatown,2025-08-31,Single Family Home,Traditional,1915,2847,3,2,8693,1877190,23464,0,2,Baseboard,Window Unit,"Refrigerator, Dishwasher, Microwave, Dryer, Oven, Washer","Close to parks, High ceilings, Modern kitchen",San Francisco Archdiocese,93,85,2024-07-30,1330163,3550,5.98,1877190,San Francisco,CA,Chinatown,659.3572181243414,1.5,8693
"8864, Kearny Street, Chinatown, San Francisco, CA 94102",37.792659,-122.390766,Chinatown,2025-08-31,Single Family Home,Traditional,1935,1816,2,2,3790,2700096,33751,258,0,Forced Air,Mini Split,"Microwave, Dryer, Washer, Dishwasher","Concrete floors, High ceilings, Spacious backyard, Modern kitchen, Close to restaurants",San Francisco Unified School District,93,90,2022-01-24,2077013,5107,6.93,2700096,San Francisco,CA,Chinatown,1486.8370044052863,1.0,3790
"6326, Grant Avenue, Chinatown, San Francisco, CA 94102",37.799782,-122.390941,Chinatown,2025-08-31,Single Family Home,Traditional,1903,1856,2,2,4620,1948328,24354,0,0,Radiant,Window Unit,"Washer, Oven, Refrigerator, Dishwasher","Close to public transportation, Renovated kitchen, Landscaped backyard, Built-in storage, Hardwood floors",Charter Schools,92,86,2021-05-18,1638522,3684,6.02,1948328,San Francisco,CA,Chinatown,1049.7456896551723,1.0,4620
"3777, Kearny Street, Chinatown, San Francisco, CA 94102",37.793094,-122.390804,Chinatown,2025-08-31,Single Family Home,Traditional,1938,2667,3,3,10574,1608610,20107,0,2,Radiant,Evaporative,"Dishwasher, Garbage Disposal, Washer","Built-in storage, Modern kitchen, Tile floors, Close to restaurants",San Francisco Archdiocese,95,90,2022-04-24,1217383,3042,6.02,1608610,San Francisco,CA,Chinatown,603.1533558305211,1.0,10574
"1295, Stockton Street, Chinatown, San Francisco, CA 94102",37.794327,-122.406254,Chinatown,2025-08-31,Single Family Home,Traditional,1916,2995,3,2,11085,2463633,30795,237,0,Baseboard,Central Air,"Garbage Disposal, Oven, Microwave, Dishwasher, Washer, Dryer","Concrete floors, Updated kitchen, High ceilings",Charter Schools,94,88,2023-02-26,1800549,4659,5.74,2463633,San Francisco,CA,Chinatown,822.5819699499166,1.5,11085
"4783, Kearny Street, Chinatown, San Francisco, CA 94102",37.795576,-122.402273,Chinatown,2025-08-31,Single Family Home,Traditional,1900,2975,3,3,6323,2782454,34780,0,2,Central Heating,Evaporative,"Garbage Disposal, Microwave, Dryer, Refrigerator, Dishwasher","Fireplace, Close to restaurants, Modern kitchen",San Francisco Archdiocese,85,88,2022-07-21,2357200,5262,6.41,2782454,San Francisco,CA,Chinatown,935.2786554621849,1.0,6323
"7703, Stockton Street, Chinatown, San Francisco, CA 94102",37.790842,-122.402691,Chinatown,2025-08-31,Single Family Home,Traditional,1907,2096,2,1,5293,2233324,27916,0,0,Radiant,Evaporative,"Dryer, Washer, Dishwasher, Garbage Disposal, Oven, Refrigerator","Concrete floors, Close to parks, Updated kitchen, Spacious backyard",San Francisco Archdiocese,93,85,2023-07-21,1941320,4223,5.43,2233324,San Francisco,CA,Chinatown,1065.5171755725191,2.0,5293
"4191, Grant Avenue, Chinatown, San Francisco, CA 94102",37.797734,-122.407478,Chinatown,2025-08-31,Single Family Home,Traditional,1903,2430,4,3,9695,2547195,31839,244,2,Baseboard,Window Unit,"Dryer, Washer, Dishwasher, Microwave, Garbage Disposal","Close to shopping, Modern kitchen, Laminate floors, Private backyard",San Francisco Unified School District,94,85,2024-02-03,1899122,4817,5.98,2547195,San Francisco,CA,Chinatown,1048.2283950617284,1.3333333333333333,9695
"2216, Clay Street, Chinatown, San Francisco, CA 94102",37.792118,-122.407595,Chinatown,2025-08-31,Single Family Home,Traditional,1909,2666,4,3,5640,2766279,34578,0,0,Central Heating,Evaporative,"Oven, Garbage Disposal, Microwave, Refrigerator, Dishwasher","High ceilings, Close to parks, Renovated kitchen, Private backyard, Concrete floors",Private Schools,86,83,2023-05-25,2437284,5231,5.32,2766279,San Francisco,CA,Chinatown,1037.6140285071267,1.3333333333333333,5640
"6990, Washington Street, Chinatown, San Francisco, CA 94102",37.793861,-122.403454,Chinatown,2025-08-31,Single Family Home,Traditional,1916,2776,2,1,9077,1684265,21053,403,0,Radiant,Evaporative,"Microwave, Dryer, Refrigerator, Oven, Garbage Disposal","Updated kitchen, Spacious backyard, High ceilings",Private Schools,88,81,2024-02-23,1330503,3184,6.47,1684265,San Francisco,CA,Chinatown,606.7237031700288,2.0,9077
"7264, Kearny Street, Chinatown, San Francisco, CA 94102",37.792833,-122.394999,Chinatown,2025-08-31,Single Family Home,Traditional,1932,2812,4,3,6520,1723047,21538,0,2,Forced Air,Window Unit,"Oven, Refrigerator, Dryer","Hardwood floors, Close to parks, Landscaped backyard, Fireplace",San Francisco Unified School District,93,88,2021-09-02,1539310,3257,6.84,1723047,San Francisco,CA,Chinatown,612.74786628734,1.3333333333333333,6520
"569, Clay Street, Chinatown, San Francisco, CA 94102",37.798325,-122.405707,Chinatown,2025-08-31,Single Family Home,Traditional,1901,1994,2,3,4288,2397501,29968,0,0,Forced Air,Window Unit,"Garbage Disposal, Microwave, Dishwasher, Oven","Renovated kitchen, Close to parks, Fireplace, Tile floors",San Francisco Unified School District,90,80,2022-02-14,2115551,4533,7.06,2397501,San Francisco,CA,Chinatown,1202.3575727181544,0.6666666666666666,4288
"4705, Washington Street, Chinatown, San Francisco, CA 94102",37.793913,-122.405301,Chinatown,2025-08-31,Single Family Home,Traditional,1933,2727,4,3,8736,2797839,34972,0,1,Wall Unit,Evaporative,"Refrigerator, Garbage Disposal, Dryer, Dishwasher, Oven, Microwave","Fireplace, Carpet floors, Private backyard",Charter Schools,95,80,2021-08-18,2208115,5291,5.3,2797839,San Francisco,CA,Chinatown,1025.976897689769,1.3333333333333333,8736
"664, Grant Avenue, Chinatown, San Francisco, CA 94102",37.794694,-122.406906,Chinatown,2025-08-31,Single Family Home,Traditional,1920,2508,4,3,7454,1617869,20223,385,0,Central Heating,Central Air,"Refrigerator, Oven, Washer, Microwave, Dishwasher","Updated kitchen, Built-in storage, Carpet floors, Spacious backyard",San Francisco Unified School District,88,81,2021-04-07,1237116,3060,5.77,1617869,San Francisco,CA,Chinatown,645.0833333333334,1.3333333333333333,7454
"4732, Main Street, South of Market, San Francisco, CA 94102",37.771367,-122.392284,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2011,2608,1,1,6494,2474228,30927,281,1,Baseboard,Mini Split,"Garbage Disposal, Dryer, Oven, Refrigerator, Washer, Microwave","Concrete floors, Close to shopping, Spacious backyard, Updated kitchen, Built-in storage",Private Schools,85,80,2022-10-05,1904263,4679,5.24,2474228,San Francisco,CA,South of Market,948.7070552147239,1.0,6494
"1695, Harrison Street, South of Market, San Francisco, CA 94102",37.786799,-122.390683,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2020,2679,3,3,7607,3193403,39917,272,2,Forced Air,Mini Split,"Microwave, Garbage Disposal, Refrigerator, Dishwasher","Close to shopping, Fireplace, Private backyard",San Francisco Archdiocese,89,80,2022-11-06,2561468,6039,6.04,3193403,San Francisco,CA,South of Market,1192.0130645763345,1.0,7607
"103, Bryant Street, South of Market, San Francisco, CA 94102",37.774675,-122.409693,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2013,1963,1,2,6412,2454781,30684,0,0,Wall Unit,Central Air,"Washer, Microwave, Garbage Disposal","Spacious backyard, Close to restaurants, Renovated kitchen, Built-in storage, Tile floors",San Francisco Unified School District,93,81,2021-06-24,2148714,4642,5.61,2454781,San Francisco,CA,South of Market,1250.525216505349,0.5,6412
"1662, Folsom Street, South of Market, San Francisco, CA 94102",37.787016,-122.406657,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2001,2319,4,4,4909,3070885,38386,557,2,Radiant,Mini Split,"Dishwasher, Washer, Oven, Refrigerator, Dryer","Laminate floors, Close to restaurants, High ceilings, Renovated kitchen, Spacious backyard",San Francisco Unified School District,93,82,2022-05-06,2716771,5807,4.79,3070885,San Francisco,CA,South of Market,1324.2281155670548,1.0,4909
"2048, Harrison Street, South of Market, San Francisco, CA 94102",37.776627,-122.409286,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2005,1518,4,4,4625,3146686,39333,0,2,Forced Air,Evaporative,"Dishwasher, Refrigerator, Washer","High ceilings, Close to shopping, Spacious backyard",Charter Schools,86,81,2024-02-18,2550530,5951,5.58,3146686,San Francisco,CA,South of Market,2072.915678524374,1.0,4625
"5067, Harrison Street, South of Market, San Francisco, CA 94102",37.780839,-122.395618,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2009,2273,3,4,7593,2819802,35247,0,1,Baseboard,Mini Split,"Dryer, Garbage Disposal, Dishwasher, Oven, Washer","Private backyard, High ceilings, Close to shopping, Renovated kitchen",Private Schools,85,84,2021-05-29,2512140,5332,6.32,2819802,San Francisco,CA,South of Market,1240.5640123185217,0.75,7593
"6340, Main Street, South of Market, San Francisco, CA 94102",37.772699,-122.40892,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2002,2749,4,3,6166,2236457,27955,316,1,Forced Air,Central Air,"Dryer, Refrigerator, Dishwasher, Washer, Garbage Disposal, Microwave","Updated kitchen, Private backyard, Hardwood floors",Charter Schools,95,80,2021-12-02,1594425,4229,4.93,2236457,San Francisco,CA,South of Market,813.5529283375773,1.3333333333333333,6166
"5672, Main Street, South of Market, San Francisco, CA 94102",37.776281,-122.408553,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2009,2934,4,3,8775,2361960,29524,336,0,Wall Unit,None,"Garbage Disposal, Oven, Dryer, Washer, Microwave, Dishwasher","Close to restaurants, Modern kitchen, Fireplace",San Francisco Unified School District,86,90,2023-04-09,1937183,4467,6.08,2361960,San Francisco,CA,South of Market,805.0306748466257,1.3333333333333333,8775
"4830, Folsom Street, South of Market, San Francisco, CA 94102",37.780995,-122.392959,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2016,2281,2,3,7342,2573384,32167,0,2,Forced Air,Central Air,"Microwave, Garbage Disposal, Refrigerator, Washer, Dryer, Oven","Tile floors, Close to parks, Landscaped backyard, High ceilings",Private Schools,95,82,2022-10-26,2167936,4867,6.15,2573384,San Francisco,CA,South of Market,1128.182376150811,0.6666666666666666,7342
"5426, Main Street, South of Market, San Francisco, CA 94102",37.776605,-122.407503,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2010,2881,4,4,10955,2750512,34381,0,1,Forced Air,None,"Dryer, Oven, Refrigerator, Garbage Disposal, Dishwasher","Spacious backyard, Built-in storage, Modern kitchen, Close to shopping",San Francisco Unified School District,85,90,2024-07-30,2257695,5202,4.69,2750512,San Francisco,CA,South of Market,954.707393266227,1.0,10955
"2858, Harrison Street, South of Market, San Francisco, CA 94102",37.771809,-122.40976,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2009,2924,1,2,10011,2864786,35809,0,0,Wall Unit,None,"Dryer, Oven, Microwave, Garbage Disposal, Dishwasher","Landscaped backyard, Close to restaurants, Renovated kitchen",San Francisco Archdiocese,91,87,2022-09-24,2085477,5418,5.48,2864786,San Francisco,CA,South of Market,979.7489740082079,0.5,10011
"7345, Bryant Street, South of Market, San Francisco, CA 94102",37.785787,-122.406851,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2007,2691,2,2,9926,2459206,30740,523,0,Wall Unit,Mini Split,"Microwave, Dryer, Oven, Washer, Garbage Disposal, Refrigerator","High ceilings, Close to shopping, Concrete floors, Private backyard",San Francisco Unified School District,86,80,2020-09-05,2067648,4650,5.46,2459206,San Francisco,CA,South of Market,913.8632478632478,1.0,9926
"5571, Folsom Street, South of Market, San Francisco, CA 94102",37.786839,-122.406209,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2018,2033,1,2,5347,2113124,26414,0,2,Radiant,Central Air,"Dishwasher, Oven, Refrigerator, Washer, Dryer","Hardwood floors, Close to parks, Renovated kitchen, Spacious backyard, Built-in storage",Charter Schools,94,83,2023-08-11,1482188,3996,5.0,2113124,San Francisco,CA,South of Market,1039.4117068371863,0.5,5347
"8282, Spear Street, South of Market, San Francisco, CA 94102",37.775779,-122.403594,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2001,1993,4,4,6055,3034584,37932,0,0,Forced Air,None,"Washer, Garbage Disposal, Dishwasher","Private backyard, High ceilings, Close to parks, Concrete floors",San Francisco Archdiocese,87,88,2021-10-06,2595840,5739,5.99,3034584,San Francisco,CA,South of Market,1522.6211741093828,1.0,6055
"3427, Main Street, South of Market, San Francisco, CA 94102",37.773279,-122.395731,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2004,2909,2,3,9507,2492506,31156,279,2,Radiant,Mini Split,"Dryer, Microwave, Refrigerator, Washer","Renovated kitchen, Spacious backyard, High ceilings",San Francisco Unified School District,92,85,2022-12-11,1764783,4714,4.77,2492506,San Francisco,CA,South of Market,856.8257133035407,0.6666666666666666,9507
"5379, Main Street, South of Market, San Francisco, CA 94102",37.771477,-122.393409,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2015,2637,3,3,9446,3018225,37727,0,2,Radiant,None,"Dryer, Washer, Microwave, Dishwasher, Refrigerator","Built-in storage, Carpet floors, Spacious backyard",San Francisco Unified School District,89,88,2024-04-23,2445611,5707,5.03,3018225,San Francisco,CA,South of Market,1144.5676905574517,1.0,9446
"8087, Folsom Street, South of Market, San Francisco, CA 94102",37.781411,-122.408786,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2003,2462,1,1,8265,2641040,33013,757,1,Radiant,Central Air,"Washer, Dishwasher, Dryer, Refrigerator, Microwave","Concrete floors, Renovated kitchen, Fireplace",Private Schools,88,80,2021-07-31,2267650,4995,6.22,2641040,San Francisco,CA,South of Market,1072.7213647441106,1.0,8265
"3761, Spear Street, South of Market, San Francisco, CA 94102",37.789253,-122.396802,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2011,1962,2,2,3990,2217873,27723,0,1,Radiant,None,"Dishwasher, Washer, Garbage Disposal, Dryer, Refrigerator, Microwave","Spacious backyard, Close to restaurants, Tile floors",Private Schools,92,89,2023-10-02,1758108,4195,5.81,2217873,San Francisco,CA,South of Market,1130.4143730886851,1.0,3990
"3291, Folsom Street, South of Market, San Francisco, CA 94102",37.787006,-122.403374,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2006,2175,3,4,7525,2177618,27220,0,2,Radiant,Central Air,"Dryer, Oven, Microwave, Garbage Disposal, Dishwasher, Refrigerator","Spacious backyard, Carpet floors, Modern kitchen, Close to parks",Private Schools,91,83,2022-06-05,1852686,4118,5.93,2177618,San Francisco,CA,South of Market,1001.2036781609196,0.75,7525
"1906, Bryant Street, South of Market, San Francisco, CA 94102",37.778008,-122.404486,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2010,2755,4,4,9352,2817169,35214,0,1,Wall Unit,Window Unit,"Washer, Garbage Disposal, Dryer, Microwave","Fireplace, Close to shopping, Renovated kitchen, Private backyard",San Francisco Unified School District,95,82,2020-12-13,2270480,5327,5.61,2817169,San Francisco,CA,South of Market,1022.5658802177859,1.0,9352
"4460, Folsom Street, South of Market, San Francisco, CA 94102",37.782575,-122.398013,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2008,1591,2,1,4228,3174589,39682,571,2,Baseboard,None,"Oven, Dishwasher, Refrigerator, Washer, Microwave, Dryer","Tile floors, Close to public transportation, Modern kitchen",Charter Schools,92,90,2021-08-25,2297036,6003,5.08,3174589,San Francisco,CA,South of Market,1995.3419233186676,2.0,4228
"2975, Bryant Street, South of Market, San Francisco, CA 94102",37.783909,-122.406055,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2004,2976,2,2,10852,2969997,37124,0,2,Radiant,Evaporative,"Washer, Microwave, Refrigerator","Close to parks, Spacious backyard, Updated kitchen",San Francisco Archdiocese,88,90,2022-07-18,2298769,5616,5.22,2969997,San Francisco,CA,South of Market,997.9828629032259,1.0,10852
"7007, Spear Street, South of Market, San Francisco, CA 94102",37.786517,-122.408919,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2019,2805,4,4,7455,3116813,38960,499,1,Forced Air,Window Unit,"Oven, Dishwasher, Washer, Refrigerator","High ceilings, Close to restaurants, Private backyard, Tile floors, Modern kitchen",Private Schools,95,80,2020-11-30,2452057,5894,5.19,3116813,San Francisco,CA,South of Market,1111.1632798573976,1.0,7455
"7059, Harrison Street, South of Market, San Francisco, CA 94102",37.777291,-122.396262,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2010,1979,4,4,6770,3144777,39309,361,1,Wall Unit,None,"Dryer, Garbage Disposal, Oven","Carpet floors, Close to restaurants, Spacious backyard, Updated kitchen, High ceilings",San Francisco Archdiocese,86,86,2024-01-05,2694219,5947,5.97,3144777,San Francisco,CA,South of Market,1589.0737746336533,1.0,6770
"1619, Main Street, South of Market, San Francisco, CA 94102",37.781668,-122.392699,South of Market,2025-08-31,Single Family Home,Modern/Industrial,2007,2641,2,2,8330,1857174,23214,0,2,Radiant,None,"Dryer, Washer, Refrigerator, Garbage Disposal, Oven","Tile floors, Close to parks, Spacious backyard, High ceilings, Updated kitchen",San Francisco Archdiocese,90,83,2022-09-18,1642194,3511,5.63,1857174,San Francisco,CA,South of Market,703.2086330935252,1.0,8330
"9912, Haight Street, Hayes Valley, San Francisco, CA 94102",37.775294,-122.412634,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1940,3056,2,1,11657,3447743,43096,0,0,Baseboard,Central Air,"Garbage Disposal, Washer, Refrigerator, Oven, Dryer, Microwave","Renovated kitchen, Private backyard, Fireplace, Tile floors",San Francisco Archdiocese,93,85,2023-04-04,2928871,6521,6.36,3447743,San Francisco,CA,Hayes Valley,1128.188154450262,2.0,11657
"4249, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.771758,-122.40849,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1935,2372,2,2,9092,3396560,42457,0,0,Forced Air,Mini Split,"Microwave, Dishwasher, Dryer","Private backyard, Updated kitchen, High ceilings, Close to restaurants, Carpet floors",San Francisco Unified School District,93,88,2021-03-04,2643814,6424,7.68,3396560,San Francisco,CA,Hayes Valley,1431.939291736931,1.0,9092
"8865, Haight Street, Hayes Valley, San Francisco, CA 94102",37.777949,-122.405449,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1988,2559,3,2,5783,2008147,25101,0,2,Radiant,Central Air,"Dishwasher, Refrigerator, Oven, Dryer, Garbage Disposal, Washer","Close to restaurants, Carpet floors, Built-in storage, Landscaped backyard",San Francisco Archdiocese,95,85,2024-01-14,1775429,3797,6.81,2008147,San Francisco,CA,Hayes Valley,784.7389605314576,1.5,5783
"1623, Haight Street, Hayes Valley, San Francisco, CA 94102",37.770863,-122.415821,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1991,2382,4,4,8105,2855879,35698,493,0,Central Heating,Evaporative,"Oven, Garbage Disposal, Dryer","High ceilings, Close to shopping, Modern kitchen, Tile floors",Charter Schools,90,85,2020-11-07,2476296,5400,6.78,2855879,San Francisco,CA,Hayes Valley,1198.9416456759027,1.0,8105
"1693, Haight Street, Hayes Valley, San Francisco, CA 94102",37.771656,-122.412761,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1913,2922,3,2,9451,3310685,41383,0,0,Central Heating,Central Air,"Dishwasher, Dryer, Garbage Disposal, Oven, Washer, Refrigerator","Modern kitchen, Close to parks, Landscaped backyard, Built-in storage",San Francisco Archdiocese,91,89,2021-05-26,2683965,6261,6.27,3310685,San Francisco,CA,Hayes Valley,1133.020191649555,1.5,9451
"1363, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.777471,-122.419382,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,2010,2597,2,3,7146,2535250,31690,0,2,Forced Air,Evaporative,"Refrigerator, Oven, Garbage Disposal, Microwave","High ceilings, Close to restaurants, Landscaped backyard, Updated kitchen, Carpet floors",San Francisco Unified School District,92,90,2020-09-04,2140556,4794,6.46,2535250,San Francisco,CA,Hayes Valley,976.2225644974972,0.6666666666666666,7146
"9672, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.77791,-122.400509,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1947,3288,2,1,7452,2004684,25058,601,0,Central Heating,Evaporative,"Refrigerator, Garbage Disposal, Dishwasher, Washer, Microwave","Concrete floors, Renovated kitchen, Close to shopping, Private backyard, High ceilings",San Francisco Archdiocese,91,90,2023-07-12,1469856,3791,7.16,2004684,San Francisco,CA,Hayes Valley,609.6970802919708,2.0,7452
"6001, Page Street, Hayes Valley, San Francisco, CA 94102",37.771783,-122.409073,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1941,3387,3,4,7689,2717520,33969,0,1,Wall Unit,Mini Split,"Washer, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","High ceilings, Modern kitchen, Carpet floors",Charter Schools,92,87,2022-01-18,2209615,5139,5.66,2717520,San Francisco,CA,Hayes Valley,802.3383525243578,0.75,7689
"7484, Fell Street, Hayes Valley, San Francisco, CA 94102",37.773789,-122.413587,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1954,3015,3,2,10278,2592893,32411,0,0,Baseboard,Evaporative,"Dryer, Refrigerator, Microwave","Carpet floors, Close to shopping, Renovated kitchen, Spacious backyard",San Francisco Unified School District,90,87,2021-09-22,1899555,4903,5.93,2592893,San Francisco,CA,Hayes Valley,859.9976782752902,1.5,10278
"3683, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.778216,-122.410892,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1958,2978,4,3,7887,3118669,38983,0,1,Baseboard,Evaporative,"Dishwasher, Garbage Disposal, Washer, Oven, Microwave, Dryer","Close to parks, Private backyard, Fireplace",San Francisco Unified School District,93,87,2022-10-15,2285573,5898,6.22,3118669,San Francisco,CA,Hayes Valley,1047.2360644728005,1.3333333333333333,7887
"3475, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.770048,-122.40701,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1919,3069,2,1,11185,2731091,34138,0,0,Radiant,Evaporative,"Washer, Garbage Disposal, Microwave","Concrete floors, Spacious backyard, High ceilings, Close to shopping, Updated kitchen",Private Schools,95,88,2020-10-14,2408825,5164,5.91,2731091,San Francisco,CA,Hayes Valley,889.8960573476703,2.0,11185
"513, Oak Street, Hayes Valley, San Francisco, CA 94102",37.779185,-122.417392,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1908,3011,3,4,8963,2931246,36640,0,2,Radiant,Evaporative,"Washer, Dryer, Oven, Refrigerator","Private backyard, Updated kitchen, Tile floors, Close to restaurants",Charter Schools,92,88,2022-02-14,2252851,5544,6.32,2931246,San Francisco,CA,Hayes Valley,973.5124543341083,0.75,8963
"8337, Oak Street, Hayes Valley, San Francisco, CA 94102",37.77927,-122.415026,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1989,2063,4,3,5733,3391476,42393,586,2,Central Heating,None,"Washer, Oven, Garbage Disposal, Microwave","High ceilings, Laminate floors, Close to shopping, Spacious backyard",San Francisco Unified School District,91,90,2023-04-15,2689782,6414,5.87,3391476,San Francisco,CA,Hayes Valley,1643.9534658264663,1.3333333333333333,5733
"1408, Fell Street, Hayes Valley, San Francisco, CA 94102",37.775528,-122.412318,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1905,2015,4,4,5002,2156539,26956,0,0,Wall Unit,Mini Split,"Garbage Disposal, Microwave, Oven, Refrigerator, Dishwasher, Dryer","Updated kitchen, Close to parks, Spacious backyard, Concrete floors, High ceilings",Charter Schools,94,85,2021-06-04,1803336,4078,7.71,2156539,San Francisco,CA,Hayes Valley,1070.2426799007444,1.0,5002
"5150, Haight Street, Hayes Valley, San Francisco, CA 94102",37.776211,-122.417799,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1943,2959,3,3,6030,2802756,35034,235,2,Radiant,Window Unit,"Oven, Microwave, Garbage Disposal, Washer","Private backyard, Renovated kitchen, Close to parks, High ceilings",San Francisco Unified School District,92,87,2021-04-09,2118262,5300,6.6,2802756,San Francisco,CA,Hayes Valley,947.1970260223048,1.0,6030
"7983, Page Street, Hayes Valley, San Francisco, CA 94102",37.779796,-122.405243,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1999,2375,4,4,9171,3123777,39047,0,2,Central Heating,Mini Split,"Washer, Dishwasher, Microwave, Refrigerator","Tile floors, Landscaped backyard, Close to restaurants, Fireplace, Modern kitchen",Charter Schools,91,89,2024-04-15,2554957,5907,5.57,3123777,San Francisco,CA,Hayes Valley,1315.2745263157894,1.0,9171
